game_id,start_at,completed_at,n_letters,first_guess,sort_on,model_params,word,turns,,,,,,,,
26e0e96ba01c2,38:54.2,38:54.6,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",isang,3,,,,,,,,
3a878dd8cb0af,38:58.7,38:59.2,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",emoji,4,,,,,,,,
4337ae9e98ed8,39:03.1,39:03.7,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",dunks,4,,,,,,,,
53fcb1e170c25,39:07.7,39:08.1,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",seams,6,,,,,,,,
67528849bad5f,39:12.2,39:13.0,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",wacko,4,,,,,,,,
7651c6bd5feb9,39:17.1,39:17.8,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",mundo,4,,,,,,,,
89139cfc9f535,39:22.0,39:22.5,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",tegra,4,,,,,,,,
9fe72367ebcdf,39:26.7,39:27.1,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",rungs,4,,,,,,,,
1087db47348693,39:31.0,39:31.5,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",olean,5,,,,,,,,
11250eec803fb5,39:35.7,39:36.2,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",heady,3,,,,,,,,
12e4635391e447,39:40.4,39:40.9,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",judea,4,,,,,,,,
1315b7846a4778,39:44.9,39:45.3,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",trail,3,,,,,,,,
14a8062e3983ca,39:49.4,39:49.9,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",patel,4,,,,,,,,
15a86b7ee3c323,39:53.9,39:54.4,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",jarry,8,,,,,,,,
16dbf10a946fb4,39:58.3,39:58.9,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",tryna,4,,,,,,,,
177448631a9089,40:03.0,40:03.5,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",flush,3,,,,,,,,
18e7a960426d2f,40:07.4,40:08.0,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",claws,6,,,,,,,,
194f500ae4a4dc,40:12.0,40:12.4,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",ricks,4,,,,,,,,
04a44c3577ce8,40:16.5,40:18.3,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bombs,6,,,,,,,,
1862b8c5541a3,40:22.1,40:22.6,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",shand,5,,,,,,,,
218b453159d98,40:26.5,40:26.9,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",mutha,4,,,,,,,,
374f5a46000f6,40:30.9,40:31.8,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",rayon,5,,,,,,,,
4617f9fb73782,40:35.8,40:36.2,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",trims,5,,,,,,,,
5974cf64c99d7,40:40.1,40:40.6,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",himym,4,,,,,,,,
6be88d8a973fd,40:44.6,40:46.3,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",blind,4,,,,,,,,
7b52ff13eb5e1,40:50.4,40:50.8,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",froot,5,,,,,,,,
85c2041a56be4,40:54.6,40:55.3,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",baler,5,,,,,,,,
9391bac725a86,40:59.1,40:59.8,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",kohli,4,,,,,,,,
10eda5d1df9cfe,41:03.8,41:04.3,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",chapo,4,,,,,,,,
11c1b13b4bf229,41:08.4,41:10.4,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bumpy,4,,,,,,,,
127f25771abc80,41:14.4,41:14.9,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",jerri,8,,,,,,,,
13093c90ddb487,41:19.1,41:20.0,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",borno,7,,,,,,,,
1.50E+13,41:24.4,41:25.3,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",fazed,6,,,,,,,,
15c06527edd31f,41:29.5,41:29.9,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",diehl,3,,,,,,,,
16d88f02638721,41:34.2,41:36.1,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",flaps,5,,,,,,,,
17de5d30879592,41:40.4,41:41.0,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",phila,5,,,,,,,,
18b38c890266a5,41:45.3,41:47.3,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",capua,5,,,,,,,,
190e337133e9cf,41:51.7,41:52.5,5,there,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",gifts,4,,,,,,,,
00697654a7025,41:56.6,41:57.1,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",caius,6,,,,,,,,
1afc7e782539c,42:00.9,42:01.3,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",rugby,3,,,,,,,,
21fe7a783def1,42:05.1,42:05.7,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",wring,3,,,,,,,,
39eccd8e10bf1,42:09.5,42:10.0,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",spink,5,,,,,,,,
4b98d13b9e4a8,42:13.8,42:14.2,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",comet,4,,,,,,,,
5fb6ce6bb6f0b,42:18.3,42:19.5,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",xxxiv,6,,,,,,,,
6a3557f5ef9f4,42:23.6,42:24.0,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",inset,4,,,,,,,,
72a9fd91a698c,42:27.8,42:28.6,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",anika,5,,,,,,,,
89a024fae3239,42:32.6,42:33.1,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",sores,14,,,,,,,,
95b2f467403cc,42:37.1,42:37.8,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",dunne,5,,,,,,,,
10f97e6baf179d,42:41.8,42:42.3,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",cutts,5,,,,,,,,
1174fda6afccfa,42:46.3,42:46.9,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",doped,6,,,,,,,,
12ea7a54798fbf,42:51.0,42:51.5,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",ryobi,4,,,,,,,,
13a1d6aef341f6,42:55.5,42:56.0,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",mousa,4,,,,,,,,
147bfedd6db585,42:59.9,43:00.4,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",doles,9,,,,,,,,
1544fe7bf09955,43:04.2,43:04.7,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",speci,3,,,,,,,,
162699fd6a5b0b,43:08.6,43:09.2,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",liger,8,,,,,,,,
17839a00050bb8,43:13.2,43:14.0,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",jacki,6,,,,,,,,
1818b4d3c077aa,43:17.9,43:18.7,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",black,3,,,,,,,,
19afb1afac540e,43:22.5,43:22.9,5,rates,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",morsi,4,,,,,,,,
0bd845d8d489f,43:27.2,43:27.8,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",behan,5,,,,,,,,
163236cff2a1d,43:32.0,43:32.9,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",amiss,4,,,,,,,,
20225b91c5708,43:36.9,43:37.7,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",manis,7,,,,,,,,
3bf6030b7828c,43:41.5,43:42.0,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bears,3,,,,,,,,
4df343079e5a4,43:45.9,43:46.4,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",opals,5,,,,,,,,
520e7b7bdb618,43:50.4,43:50.8,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",jamie,3,,,,,,,,
64641db61bad5,43:54.6,43:55.0,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",arndt,4,,,,,,,,
7d2d385801702,43:58.8,43:59.4,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",rooms,4,,,,,,,,
83d2ac158fb75,44:03.2,44:03.7,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",poser,5,,,,,,,,
9caf29a21f021,44:07.4,44:08.1,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",ricks,6,,,,,,,,
105aa13f9b56b3,44:11.9,44:12.6,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",vince,3,,,,,,,,
1184fec783fc59,44:16.3,44:17.1,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",masha,6,,,,,,,,
126a7dfc39c496,44:20.9,44:21.6,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",whats,4,,,,,,,,
13c219ffbeaa76,44:25.7,44:26.6,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",kuang,4,,,,,,,,
14213d036732fb,44:30.6,44:31.1,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",tyron,4,,,,,,,,
15a2e6f6b07d89,44:35.4,44:35.9,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",hader,7,,,,,,,,
16dc8e099e8da6,44:39.7,44:40.5,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",soaps,4,,,,,,,,
17b236ed5dc870,44:44.6,44:45.5,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bynum,4,,,,,,,,
18b16016c5c3d7,44:49.7,44:50.1,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",prior,3,,,,,,,,
1949cb6a2bde28,44:54.2,44:55.2,5,later,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",skiff,5,,,,,,,,
0b2910c854d36,44:59.2,44:59.7,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",yoshi,4,,,,,,,,
14ba58943e698,45:03.6,45:04.0,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",liens,5,,,,,,,,
21f8e2a75e0b8,45:07.9,45:08.6,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",shaka,7,,,,,,,,
31fc2f777e216,45:12.7,45:13.1,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",parks,5,,,,,,,,
4ab356c583c30,45:17.0,45:17.5,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",kings,5,,,,,,,,
58fd14417c544,45:21.4,45:21.8,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",abdur,4,,,,,,,,
64b6203e864c5,45:25.6,45:26.3,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",tepco,6,,,,,,,,
71220de6b2c71,45:30.4,45:31.1,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",gomer,7,,,,,,,,
81dddf8f72931,45:35.1,45:35.7,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",giant,3,,,,,,,,
9be2d12ce51cb,45:39.8,45:40.2,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",crete,4,,,,,,,,
10c754f824045e,45:44.5,45:45.0,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",fills,7,,,,,,,,
11ac62fc57f67d,45:49.1,45:49.7,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",gover,8,,,,,,,,
12c93f320fcb28,45:53.7,45:54.1,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",evans,3,,,,,,,,
1354f35015b5f1,45:58.3,45:58.9,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",torch,4,,,,,,,,
14233ef2579293,46:02.9,46:03.5,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",gotze,6,,,,,,,,
1545ad162d0348,46:07.3,46:08.0,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bulky,4,,,,,,,,
163272ec57e57a,46:11.9,46:12.5,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",moyen,3,,,,,,,,
17738cac4fba23,46:16.5,46:16.9,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",verbs,5,,,,,,,,
18cf1c59d16a22,46:20.8,46:21.2,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",aught,4,,,,,,,,
19f32cf1fd03c9,46:25.1,46:25.5,5,arise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",aurea,6,,,,,,,,
06b77e1300716,46:29.4,46:29.8,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",nerdy,4,,,,,,,,
19e37052dca7a,46:33.6,46:34.1,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",dinar,6,,,,,,,,
222c1f9ffb62f,46:37.9,46:38.5,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",chemo,3,,,,,,,,
3469f037f5f27,46:42.3,46:42.8,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",burka,4,,,,,,,,
4c88de1aa65f1,46:46.6,46:47.1,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",loews,4,,,,,,,,
5b411cd1bcaf7,46:50.9,46:51.4,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",ajith,5,,,,,,,,
654d3bb2aa20f,46:55.1,46:55.6,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",exons,4,,,,,,,,
74aa96cbae054,46:59.4,47:00.4,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",lalla,8,,,,,,,,
88331b3c61a78,47:04.2,47:04.7,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",zweig,3,,,,,,,,
907a92fbab4b8,47:08.5,47:09.0,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",zdnet,4,,,,,,,,
108362cc498c17,47:12.8,47:13.3,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",looms,4,,,,,,,,
1105e6575e6ecd,47:17.1,47:17.6,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",berry,8,,,,,,,,
12c8e13c438336,47:21.7,47:22.3,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",tight,10,,,,,,,,
1386b534c9bde5,47:26.0,47:26.5,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",saida,7,,,,,,,,
144446e4bf1895,47:30.3,47:30.8,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",meows,5,,,,,,,,
15bf9e79504cff,47:34.6,47:35.1,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",pella,5,,,,,,,,
16ce4551b90589,47:38.9,47:39.4,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",sella,9,,,,,,,,
17e5d107e51af1,47:43.2,47:44.1,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",fagan,6,,,,,,,,
189e17da974e68,47:47.9,47:48.5,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",sangh,5,,,,,,,,
192784a24297e4,47:52.3,47:52.8,5,aires,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",ronde,6,,,,,,,,
0118f117d7165,47:56.7,47:57.7,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",waugh,5,,,,,,,,
10ab7805a7d6d,48:01.6,48:02.0,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",fieri,5,,,,,,,,
258aa95fe77af,48:05.8,48:06.3,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",eland,3,,,,,,,,
31fd8a325729a,48:10.1,48:10.6,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",laing,4,,,,,,,,
443d8dd9db7b6,48:14.4,48:14.8,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",fides,6,,,,,,,,
5b8d588be9bea,48:18.6,48:19.2,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",molar,3,,,,,,,,
6305398df9bca,48:23.1,48:23.6,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",stump,7,,,,,,,,
77f93aaebd361,48:27.4,48:27.9,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",shinn,7,,,,,,,,
89013eaa27728,48:31.7,48:32.4,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",muddy,4,,,,,,,,
98c054fcc3071,48:36.2,48:36.7,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",louts,4,,,,,,,,
10769018416c52,48:40.5,48:41.0,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",broly,6,,,,,,,,
1168cf688ac76e,48:44.8,48:45.3,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",baily,4,,,,,,,,
12e95f015d327e,48:49.1,48:49.7,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",honed,5,,,,,,,,
13c9ac6c68b9fa,48:53.5,48:54.5,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",lucha,5,,,,,,,,
1431e67b2ccff2,48:58.3,48:59.0,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",kitty,5,,,,,,,,
15e1c484a48fee,49:02.9,49:03.4,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",shots,4,,,,,,,,
166f88203e0224,49:07.2,49:07.9,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",udemy,5,,,,,,,,
17461733e52723,49:11.7,49:12.1,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",russo,3,,,,,,,,
1886c12710ad1b,49:15.9,49:16.3,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",sante,4,,,,,,,,
1954dfcfd9c44e,49:20.1,49:20.6,5,aries,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",sahib,3,,,,,,,,
00f871cc550cd,49:24.5,49:24.9,5,arose,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",holst,4,,,,,,,,
1c75c14e16d15,49:28.7,49:29.2,5,arose,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",corgi,6,,,,,,,,
2805b44966243,49:33.1,49:33.5,5,arose,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",perla,5,,,,,,,,
3a328f5168c4b,49:37.4,49:37.8,5,arose,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",starz,4,,,,,,,,
4dc23a3dbf6e8,49:41.6,49:42.2,5,arose,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",singh,4,,,,,,,,
560620540e8c4,49:46.0,49:46.4,5,arose,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",greet,3,,,,,,,,
60707129b70fa,49:50.3,49:50.8,5,arose,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",hsien,4,,,,,,,,
